Internal ID Number,Name,Constellation,Bayer,HIP,TYC,HD,_RAJ2000,_DEJ2000,V,B-V
Str_Cru_00000601,,Crux,eta Cru,59072.0,8982  4970 1,105211.0,181.72041071009997,-64.6137343077,4.14,0.348
Str_Oct_00000602,,Octans,bet Oct,112405.0,9488  1053 1,214846.0,341.51463552490003,-81.3816202518,4.14,0.217
Str_Peg_00000603,,Pegasus,kap Peg,107354.0,2193  2017 1,206901.0,326.1613872393,25.6450376738,4.15,0.433
Str_And_00000604,,Andromeda,kap And,116805.0,3244  1530 1,222439.0,355.10211143519996,44.3339303208,4.15,-0.065
Str_Per_00000605,,Perseus,mu. Per,19812.0,3332  2426 1,26630.0,63.7244430532,48.4093275617,4.15,0.93
Str_Mon_00000606,,Monoceros,del Mon,34769.0,4815  3816 1,55185.0,107.9660806418,-0.4927638639,4.15,0.003
Str_Cap_00000607,,Capricornus,psi Cap,102485.0,6925  1576 1,197692.0,311.5238884858,-25.270898124099997,4.15,0.434
Str_Gru_00000608,,Grus,del02 Gru,111043.0,8003  1373 1,213080.0,337.4392939899,-43.749220713599996,4.15,1.527
Str_CrB_00000609,,Corona Borealis,the CrB,76127.0,2564  1629 1,138749.0,233.23242221169997,31.359124667800003,4.16,-0.122
Str_Oph_00000610,,Ophiucus,b Oph,85340.0,6825   462 1,157792.0,261.59257061790004,-24.1753101517,4.16,0.295
Str_Tau_00000611,Merope,Taurus,Tau,17608.0,1800  2204 1,23480.0,56.5815546059,23.948356010799998,4.17,-0.054000000000000006
Str_Aqr_00000612,Ancha,Aquarius,the Aqr,110003.0,5803  1996 1,211391.0,334.2084734297,-7.7832970746,4.17,0.977
Str_Eri_00000613,,Eridanus,g Eri,17874.0,7035  1374 1,24160.0,57.363519760100004,-36.200249892399995,4.17,0.936
Str_Sco_00000614,,Scorpius,H Sco,81304.0,7353  3153 1,149447.0,249.0936286825,-35.2553405944,4.17,1.56
Str_Gem_00000615,,Gemini,Gem,28734.0,1864  2011 1,41116.0,91.0300526618,23.263350145300002,4.18,0.83
Str_Gem_00000616,,Gemini,rho Gem,36366.0,2452  2167 1,58946.0,112.2779968198,31.7845405256,4.18,0.32
Str_Boo_00000617,Xuange,Boötes,lam Boo,69732.0,3472  1264 1,125162.0,214.0959090507,46.0883112567,4.18,0.085
Str_Cep_00000618,,Cepheus,eps Cep,109857.0,3990  2431 1,211336.0,333.7591342607,57.04361045899999,4.18,0.29
Str_Vir_00000619,Kang,Virgo,kap Vir,69427.0,5558  1738 1,124294.0,213.2239301545,-10.2737028961,4.18,1.327
Str_Lyr_00000620,,Lyra,R Lyr,92862.0,3131  2155 1,175865.0,283.8337631153,43.946085543900004,4.19,1.371
Str_Cas_00000621,,Cassiopeia,kap Cas,2599.0,4019  3949 1,2905.0,8.2499530943,62.931782739700004,4.19,0.08800000000000001
Str_PsA_00000622,,Pisces Austrinus,eps PsA,111954.0,6966  1509 1,214748.0,340.1639110416,-27.0436173975,4.19,-0.098
Str_Pup_00000623,,Puppis,j Pup,38835.0,6553  3890 1,65228.0,119.2147376044,-22.880114535300002,4.2,0.7140000000000001
Str_Peg_00000624,,Pegasus,ksi Peg,112447.0,1155  2186 1,215648.0,341.6732516369,12.1728731536,4.21,0.499
Str_Tau_00000625,,Taurus,kap Tau,20635.0,1277  1626 1,27934.0,66.342344324,22.293878840300003,4.21,0.152
Str_Her_00000626,,Hercules,Her,92043.0,1591  1918 1,173667.0,281.41551858630004,20.5463095169,4.21,0.473
Str_LMi_00000627,,Leo Minor,bet LMi,51233.0,2517  1209 1,90537.0,156.9708283359,36.7072138971,4.21,0.906
Str_Her_00000628,,Hercules,sig Her,81126.0,3066  2213 1,149630.0,248.5257618225,42.4370426625,4.21,-0.016
Str_Cep_00000629,,Cepheus,the Cep,101093.0,4237  2168 1,195725.0,307.3953128143,62.994098973999996,4.21,0.21600000000000005
Str_Vel_00000630,,Vela,R And,,8140  6534 1,68243.0,122.3721640805,-47.345291978599995,4.21,-0.201
Str_Per_00000631,,Perseus,Per,13254.0,2846  1429 1,17584.0,42.6460910785,38.318645183899996,4.22,0.361
Str_UMi_00000632,,Ursa Minor,eps UMi,82080.0,4580  1154 1,153751.0,251.49268999310002,82.0372488185,4.22,0.89
Str_Eri_00000633,,Eridanus,tau06 Eri,17651.0,6448  1370 1,23754.0,56.7120176233,-23.2497389444,4.22,0.429
Str_Lup_00000634,,Lupus,the Lup,78918.0,7342  1315 1,144294.0,241.6481121684,-36.8022691972,4.22,-0.173
Str_PsA_00000635,,Pisces Austrinus,del PsA,113246.0,7508  1312 1,216763.0,343.9870808565001,-32.53961472,4.22,0.962
Str_Pav_00000636,,Pavo,lam Pav,92609.0,9074  2203 1,173948.0,283.05431187700003,-62.1875935425,4.22,-0.149
Str_Ori_00000637,,Orion,A Ori,25813.0,126  1899 1,36267.0,82.6960765764,5.948163739400001,4.23,-0.134
Str_Cyg_00000638,,Cygnus,Cyg,102453.0,2687  2651 1,197912.0,311.4156450399,30.7197157025,4.23,1.048
Str_Dra_00000639,,Draco,phi Dra,89908.0,4437  1492 1,170000.0,275.1892379211,71.33782181939999,4.23,-0.07400000000000001
Str_Sct_00000640,,Scutum,bet Sct,92175.0,5122  1426 1,173764.0,281.7936326224,-4.7478645722,4.23,1.07
Str_Aqr_00000641,,Aquarius,phi Aqr,114724.0,5249  1400 1,219215.0,348.580656747,-6.0489980617,4.23,1.546
Str_Sco_00000642,,Scorpius,R And,,5619  1257 1,144069.0,241.0922352377,-11.3730535911,4.23,0.456
Str_Cen_00000643,,Centaurus,i Cen,67153.0,7270  2399 1,119756.0,206.4218816666,-33.043723895599996,4.23,0.382
Str_CrA_00000644,,Corona Australis,gam CrA,93825.0,7422  1737 1,,286.60433158,-37.06275714,4.23,
Str_Tuc_00000645,,Tucana,zet Tuc,1599.0,8843  1706 1,,5.00797581,-64.8776232,4.23,
Str_Pav_00000646,,Pavo,gam Pav,105858.0,9111  1423 1,203608.0,321.6108370634,-65.366204789,4.23,0.488
Str_Aps_00000647,,Apus,bet Aps,81852.0,9447  3154 1,149324.0,250.76941952479999,-77.5174544149,4.23,1.064
Str_Vir_00000648,,Virgo,tau Vir,68520.0,316  1271 1,122408.0,210.41163327040002,1.5445301417,4.24,0.099
Str_Lyn_00000649,Alsciaukat,Lynx,Lyn,41075.0,2980  2184 1,70272.0,125.7088023676,43.1881390466,4.24,1.551
Str_Her_00000650,,Hercules,phi Her,79101.0,3067  1842 1,145389.0,242.1924193912,44.93491482939999,4.24,-0.049
Str_UMi_00000651,,Ursa Minor,UMi,70692.0,4559  3017 1,127700.0,216.8814387214,75.6959908739,4.24,1.431
Str_Cep_00000652,,Cepheus,UMi,5372.0,4623  1236 1,5848.0,17.1869845225,86.25709159190002,4.24,1.231
Str_Ser_00000653,,Serpens,omi Ser,86565.0,5668  1486 1,160613.0,265.35363320939996,-12.875304773,4.24,0.08800000000000001
Str_Cap_00000654,,Capricornus,alf01 Cap,100027.0,5748  2598 1,192876.0,304.4119472123,-12.5082139436,4.24,1.046
Str_Aqr_00000655,,Aquarius,psi01 Aqr,114855.0,5821  1480 1,219449.0,348.9728956522,-9.087736223,4.24,1.1
Str_Sco_00000656,,Scorpius,N Sco,80911.0,7353  3152 1,148703.0,247.8455541161,-34.7043551039,4.24,-0.157
Str_Tau_00000657,,Taurus,d Tau,21402.0,673  1488 1,29140.0,68.9135884286,10.160782149400001,4.25,0.17800000000000002
Str_Gem_00000658,,Gemini,sig Gem,37629.0,1924  2022 1,62044.0,115.82802322010001,28.883514080500003,4.25,1.116
Str_Com_00000659,,Coma Berenices,bet Com,64394.0,1996  2400 1,114710.0,197.96829331880002,27.878212425900003,4.25,0.586
Str_Per_00000660,,Perseus,e Per,21476.0,2888  2054 1,,69.1726251488,41.2648150161,4.25,1.169
Str_CVn_00000661,Chara,Canes Venatici,bet CVn,61317.0,3020  2541 1,109358.0,188.4355960729,41.3574761881,4.25,0.593
Str_Cyg_00000662,,Cygnus,pi.02 Cyg,107533.0,3612  3062 1,207330.0,326.6983749444,49.30956901060001,4.25,-0.127
Str_Cet_00000663,,Cetus,pi. Cet,12770.0,5292   970 1,17081.0,41.0306297208,-13.858695913599998,4.25,-0.116
Str_Eri_00000664,,Eridanus,kap Eri,11407.0,8052  1380 1,15371.0,36.746338441599995,-47.7038446922,4.25,-0.131
Str_Pup_00000665,,Puppis,J Pup,38518.0,8139  4578 1,64760.0,118.3256535723,-48.10293482189999,4.25,-0.153
Str_Tuc_00000666,,Tucana,kap Tuc,5896.0,9136  1759 2,,18.93956391,-68.87623708,4.25,
Str_Cha_00000667,,Chamaleon,bet Cha,60000.0,9420  1543 1,106911.0,184.58680666680002,-79.3122426436,4.25,-0.119
Str_Cnc_00000668,Acubens,Cancer,alf Cnc,44066.0,814  3029 1,76756.0,134.62175692579999,11.8576967297,4.26,0.15
Str_Del_00000669,,Delphinus,gam02 Del,102532.0,1634  3056 1,197964.0,311.664568975,16.124302541400002,4.26,1.037
Str_Cyg_00000670,,Cygnus,sig Cyg,105102.0,3173  3151 1,202850.0,319.3539670074,39.3946846597,4.26,0.086
Str_And_00000671,,Andromeda,phi And,5434.0,3268  1358 1,6811.0,17.375567836800002,47.2417711722,4.26,-0.059
Str_Cam_00000672,,Camelopardalis,,16228.0,3715  1248 1,21291.0,52.267230006700004,59.9403144386,4.26,0.373
Str_Dra_00000673,,Draco,,47193.0,4547  2323 1,81817.0,144.2720411075,81.3263820549,4.26,1.486
Str_Eri_00000674,,Eridanus,lam Eri,23972.0,5330  1723 1,33328.0,77.28659616590001,-8.7540754247,4.26,-0.189
Str_Oph_00000675,,Ophiucus,chi Oph,80569.0,6207  1170 1,148184.0,246.75597618470002,-18.456245764200002,4.26,0.213
Str_Eri_00000676,,Eridanus,e Eri,15510.0,7567  1183 1,,49.97177014,-43.07154929,4.26,
Str_Dor_00000677,,Dorado,gam Dor,19893.0,8075  1796 1,27290.0,64.0066308098,-51.4866593554,4.26,0.317
Str_Psc_00000678,Torcular,Pisces,omi Psc,8198.0,622   574 1,10761.0,26.348463568400003,9.1577368338,4.27,0.954
Str_Cet_00000679,,Cetus,mu. Cet,12828.0,643   937 1,17094.0,41.2355962033,10.1141415292,4.27,0.312
Str_Tau_00000680,,Taurus,c01 Tau,21589.0,690  1547 1,29388.0,69.5394283776,12.5108314282,4.27,0.133
Str_Tau_00000681,,Taurus,tau Tau,21881.0,1830  2129 1,29763.0,70.5612393776,22.956922030799998,4.27,-0.116
Str_Eri_00000682,,Eridanus,tau05 Eri,16611.0,5880  1266 1,22203.0,53.446985078400004,-21.6328798605,4.27,-0.096
Str_Ant_00000683,,Antlia,alf Ant,51172.0,7184  2065 1,90610.0,156.78792884959998,-31.067773366199997,4.27,1.4469999999999998
Str_Cen_00000684,,Centaurus,n Cen,62896.0,7776  1664 1,111968.0,193.35916705,-40.1788743034,4.27,0.214
Str_Sco_00000685,,Scorpius,Q Sco,86170.0,7884  2876 1,159433.0,264.1369040649,-38.6353785981,4.27,1.083
Str_Psc_00000686,,Pisces,the Psc,115830.0,584  1515 1,220954.0,351.9920646164,6.3789900924000005,4.28,1.067
Str_Psc_00000687,,Pisces,eps Psc,4906.0,612  1446 1,6186.0,15.7358552268,7.8901313333,4.28,0.957
Str_Cet_00000688,,Cetus,ksi02 Cet,11484.0,632  1491 1,15318.0,37.039750208499996,8.460056676699999,4.28,-0.038
Str_Lyr_00000689,,Lyra,del02 Lyr,92791.0,2651  2548 1,175588.0,283.6261704334,36.8986169958,4.28,1.545
Str_Per_00000690,,Perseus,lam Per,19167.0,3335  2097 1,25642.0,61.64601282979999,50.3512555514,4.28,-0.005
Str_Cyg_00000691,,Cygnus,Cyg,99655.0,3945  1798 1,192696.0,303.3494434535,56.567721243,4.28,0.119
Str_Lep_00000692,,Lepus,lam Lep,24845.0,5343  1529 1,34816.0,79.8938512927,-13.1767873283,4.28,-0.236
Str_Oph_00000693,,Ophiucus,d Oph,85423.0,6838  1112 1,157919.0,261.838649219,-29.8670394717,4.28,0.412
Str_Sgr_00000694,Arkab Posterior,Sagittarius,bet02 Sgr,95294.0,7943  2106 1,181623.0,290.8047588423,-44.799773212299996,4.28,0.345
Str_Cen_00000695,,Centaurus,ksi02 Cen,64004.0,8254  2208 1,113791.0,196.72766290849998,-49.9062477963,4.28,-0.18600000000000005
Str_Lup_00000696,,Lupus,mu. Lup,74911.0,8298  4182 1,135734.0,229.63326126360002,-47.8751793649,4.28,-0.098
Str_Vel_00000697,,Vela,x Vel,52154.0,8605  1196 1,92449.0,159.8266467586,-55.60326821939999,4.28,1.022
Str_Hya_00000698,,Hydra,eta Hya,42799.0,215  2021 1,74280.0,130.80614358280002,3.3986638477999995,4.29,-0.179
Str_Tau_00000699,,Taurus,mu. Tau,19860.0,667   839 1,26912.0,63.883550881400005,8.8923558286,4.29,-0.069
Str_Tau_00000700,,Taurus,ups Tau,20711.0,1816  1893 1,28024.0,66.5769259052,22.813580495900002,4.29,0.274
Str_Peg_00000701,,Pegasus,pi. Peg,109410.0,2724  2354 1,210459.0,332.4968437922,33.17822369,4.29,0.477
Str_And_00000702,,Andromeda,iot And,116631.0,3243  1412 1,222173.0,354.53417163160003,43.2680717011,4.29,-0.086
Str_UMi_00000703,,Ursa Minor,zet UMi,77055.0,4563  2708 1,142105.0,236.01464264400002,77.7944998321,4.29,0.045
Str_Aqr_00000704,,Aquarius,iot Aqr,109139.0,5808  1683 1,209819.0,331.60928986240003,-13.8696793278,4.29,-0.066
Str_Oph_00000705,,Ophiucus,phi Oph,80894.0,6203   806 1,148786.0,247.78486807439998,-16.6127381052,4.29,0.929
Str_Cap_00000706,,Capricornus,iot Cap,105515.0,6360  1220 1,203387.0,320.56165303619997,-16.8345436755,4.29,0.8909999999999999
Str_Hya_00000707,,Hydra,bet Hya,57936.0,7226  1650 1,103192.0,178.22717363279997,-33.908100639299995,4.29,-0.087
Str_Cen_00000708,,Centaurus,g Cen,67457.0,7287  1891 1,120323.0,207.3613322705,-34.450766698,4.29,1.332
Str_PsA_00000709,,Pisces Austrinus,bet PsA,111188.0,7497  1511 1,213398.0,337.87637411189996,-32.3460741874,4.29,0.019
Str_Tau_00000710,,Taurus,Tau,16852.0,64  1569 1,22484.0,54.2182809079,0.4016658064,4.3,0.5710000000000001
Str_Tau_00000711,Taygeta,Taurus,q Tau,17531.0,1803  1585 1,23338.0,56.3020708323,24.467288440300003,4.3,-0.096
Str_Leo_00000712,Alterf,Leo,lam Leo,46750.0,1959  1582 1,82308.0,142.9301114216,22.967965943299998,4.3,1.54
Str_Boo_00000713,Alkalurops,Boötes,mu.01 Boo,75411.0,2570  1521 1,137391.0,231.1226197893,37.3771506203,4.3,0.319
Str_Leo_00000714,,Leo,ups Leo,56647.0,4930  1093 1,100920.0,174.2371996329,-0.8237526167,4.3,0.982
Str_Tau_00000715,,Taurus,Tau,20648.0,1269  1246 1,27962.0,66.3724274634,17.9279095476,4.31,0.055
Str_Cam_00000716,,Camelopardalis,alf Cam,22783.0,4091  2094 1,30614.0,73.51254272279999,66.3426814558,4.31,-0.014
Str_Cep_00000717,,Cepheus,nu. Cep,107418.0,4262  2279 1,207260.0,326.3622033102,61.1208081103,4.31,0.474
Str_Aql_00000718,,Aquila,l Aql,101847.0,5177  1878 1,196574.0,309.5845154295,-1.1051190581,4.31,0.936
Str_Crv_00000719,,Corvus,eta Crv,61174.0,6103  2394 1,109085.0,188.0176158887,-16.1960129282,4.31,0.381
Str_Scl_00000720,,Sculptor,alf Scl,4577.0,6424  2270 1,5737.0,14.6515068575,-29.357448602199998,4.31,-0.141
Str_Eri_00000721,Acamar,Eridanus,the01 Eri,13847.0,7563  1017 1,18623.0,44.568346472399995,-40.3047025913,4.31,0.087
Str_Oct_00000722,,Octans,del Oct,70638.0,9509  3854 1,124882.0,216.7300922641,-83.6678952172,4.31,1.308
Str_Oph_00000723,,Ophiucus,sig Oph,85355.0,409  1922 1,157999.0,261.62867583869996,4.1403583317,4.32,1.489
Str_Com_00000724,Diadem,Coma Berenices,alf Com,64241.0,1454  1134 1,,197.49812263,17.52911621,4.32,
Str_Lyr_00000725,,Lyra,kap Lyr,89826.0,2635  1483 1,168775.0,274.9654603088,36.0645495033,4.32,1.178
Str_Per_00000726,,Perseus,psi Per,16826.0,3317  3033 1,22192.0,54.12240852470001,48.192639245500004,4.32,-0.059
Str_Hya_00000727,,Hydra,D Hya,43067.0,5454  1870 1,74918.0,131.5939074621,-13.5477207056,4.32,0.894
Str_Sco_00000728,,Scorpius,ome02 Sco,78990.0,6212  1712 1,144608.0,241.8513443332,-20.8687685522,4.32,0.833
Str_Cen_00000729,,Centaurus,e Cen,62867.0,8253  1778 1,111915.0,193.2787840259,-48.9433163902,4.32,1.368
Str_Cen_00000730,,Centaurus,j Cen,57669.0,8981  4409 1,102776.0,177.4210919634,-63.78848048770001,4.32,-0.14400000000000002
Str_CMi_00000731,,Canis Minor,gam CMi,36284.0,764  2772 1,58972.0,112.0408183726,8.925526095,4.33,1.411
Str_Aur_00000732,,Auriga,kap Aur,29696.0,1889   861 1,43039.0,93.84453451959999,29.498070873200003,4.33,1.019
Str_Aur_00000733,,Auriga,pi. Aur,28404.0,3361  1787 1,40239.0,89.9837422983,45.9367290383,4.33,1.636
Str_CMa_00000734,,Canis Major,ksi01 CMa,31125.0,6507  2920 1,46328.0,97.9640222658,-23.4184210883,4.33,-0.225
Str_Oph_00000735,,Ophiucus,A Oph,84405.0,6820   326 2,,258.83869698,-26.60004896,4.33,
Str_Lup_00000736,,Lupus,omi Lup,72683.0,7832  2492 1,130807.0,222.9095826109,-43.5753576313,4.33,-0.142
Str_Gru_00000737,,Grus,the Gru,114131.0,8012  1248 1,218227.0,346.71969295339994,-43.520384406800005,4.33,0.441
Str_Car_00000738,,Carina,d Car,42568.0,8581  3010 1,74375.0,130.1542837718,-59.76099761,4.33,-0.126
Str_Car_00000739,,Carina,g Car,45496.0,8591  1279 1,80230.0,139.050306824,-57.5414754605,4.33,1.629
Str_Cru_00000740,,Crux,the01 Cru,58758.0,8978  6112 1,104671.0,180.7562570789,-63.3129313865,4.33,0.266
Str_Pav_00000741,,Pavo,pi. Pav,88866.0,9059  3655 1,165040.0,272.1450007967,-63.6685469778,4.33,0.251
Str_Peg_00000742,,Pegasus,Peg,107348.0,1670   918 1,206859.0,326.12789103529997,17.3500118197,4.34,1.142
Str_Com_00000743,,Coma Berenices,gam Com,60742.0,1991  1895 1,108381.0,186.73446404310002,28.2684217434,4.34,1.132
Str_Lyr_00000744,,Lyra,zet01 Lyr,91971.0,3118  2080 1,173648.0,281.1931584828,37.6051173002,4.34,0.208
Str_Lyr_00000745,,Lyra,the Lyr,94713.0,3121  2287 1,180809.0,289.0920604789,38.1337302606,4.34,1.252
Str_Per_00000746,,Perseus,sig Per,16335.0,3316  2308 1,21552.0,52.6436808121,47.9952156969,4.34,1.38
Str_Cas_00000747,,Cassiopeia,the Cas,5542.0,3673  1923 1,6961.0,17.775664008699998,55.1499100857,4.34,0.179
Str_Ser_00000748,,Serpens,nu. Ser,84880.0,5653  1431 1,156928.0,260.2069336742,-12.8468769858,4.34,0.042
Str_Eri_00000749,,Eridanus,Eri,21763.0,5895  1948 1,29755.0,70.11046051609999,-19.6714889711,4.34,1.556
Str_Lup_00000750,,Lupus,f Lup,74857.0,7312  1421 1,135758.0,229.45765553709998,-30.1486696969,4.34,1.098
Str_PsA_00000751,,Pisces Austrinus,iot PsA,107380.0,7490  1839 1,206742.0,326.2367146542,-33.025784975,4.34,-0.035
Str_Lup_00000752,,Lupus,ome Lup,76552.0,7844   198 1,139127.0,234.5133572675,-42.5673505762,4.34,1.409
Str_Vel_00000753,,Vela,M Vel,47175.0,8176  2817 1,83446.0,144.2064203808,-49.355019397,4.34,0.17800000000000002
Str_Cen_00000754,,Centaurus,ups02 Cen,68523.0,8263  3419 1,122223.0,210.431236195,-45.603420316400005,4.34,0.606
Str_Tuc_00000755,,Tucana,bet01 Tuc,2484.0,8844  1519 1,2884.0,7.886101999400001,-62.9582191007,4.34,-0.047
Str_Dor_00000756,,Dorado,del Dor,27100.0,8904  1522 1,39014.0,86.1932574917,-65.7355294024,4.34,0.223
Str_Cha_00000757,,Chamaleon,the Cha,40888.0,9398  2715 1,71701.0,125.16061247440001,-77.4844792102,4.34,1.165
Str_Hya_00000758,,Hydra,rho Hya,43234.0,224  1334 1,75137.0,132.1082143313,5.8378111111,4.35,-0.018000000000000002
Str_Ari_00000759,Botein,Aries,del Ari,14838.0,1228  2019 1,19787.0,47.9073565928,19.726676486800002,4.35,1.029
Str_Tau_00000760,,Taurus,A01 Tau,19038.0,1262  1645 1,25604.0,61.1738220317,22.0819258023,4.35,1.072
Str_Her_00000761,,Hercules,Her,92161.0,1587  2067 1,173880.0,281.7553101666,18.1815257146,4.35,0.13699999999999998
Str_And_00000762,,Andromeda,eps And,3031.0,1744  2936 1,3546.0,9.6389488513,29.3117488046,4.35,0.86
Str_And_00000763,,Andromeda,pi. And,2912.0,2279  1665 1,3369.0,9.2202126667,33.719342567800005,4.35,-0.117
Str_Lac_00000764,,Lacerta,Lac,111022.0,3611  2304 1,,337.38259629,47.7068869078,4.35,1.59
Str_UMi_00000765,Yildun,Ursa Minor,del UMi,85822.0,4655  1053 1,166205.0,263.0542388065,86.58646111899998,4.35,0.032
Str_Lup_00000766,,Lupus,tau02 Lup,70576.0,8277  3281 1,126354.0,216.5450534321,-45.3792838747,4.35,0.431
Str_Cen_00000767,,Centaurus,v Cen,70069.0,8686  3020 1,125288.0,215.0814423386,-56.386496343100006,4.35,0.07
Str_Ori_00000768,,Orion,pi.02 Ori,22509.0,683  1217 1,30739.0,72.6530179205,8.9001790081,4.36,0.018000000000000002
Str_Tau_00000769,,Taurus,CE Tau,25945.0,1301   707 1,36389.0,83.0531317851,18.594238574400002,4.36,2.0340000000000003
Str_Lyn_00000770,,Lynx,Lyn,33449.0,3779  1730 1,50522.0,104.3191867738,58.4227570328,4.36,0.8420000000000001
Str_Mon_00000771,,Monoceros,zet Mon,39863.0,4851  2878 1,67594.0,122.1485186884,-2.9837892758,4.36,0.966
Str_Aql_00000772,,Aquila,iot Aql,96468.0,5144  3103 1,184930.0,294.1803145339,-1.2865946922,4.36,-0.084
Str_Col_00000773,,Columba,gam Col,28199.0,7066  2024 1,40494.0,89.3842025135,-35.2832816492,4.36,-0.162
Str_Cen_00000774,,Centaurus,chi Cen,68862.0,7807  2674 1,122980.0,211.5115230868,-41.179623853,4.36,-0.191
Str_Pav_00000775,,Pavo,ksi Pav,90098.0,9068  2823 1,168339.0,275.80682617860003,-61.493909335,4.36,1.466
Str_Cet_00000776,,Cetus,ksi01 Cet,10324.0,631  1493 1,13611.0,33.249989466100004,8.846713623300001,4.37,0.883
Str_Leo_00000777,,Leo,A Leo,49637.0,830  1496 1,87837.0,151.9761264882,9.9975095227,4.37,1.4469999999999998
Str_Oph_00000778,,Ophiucus,iot Oph,82673.0,979  2199 1,152614.0,253.5019601859,10.165364723,4.37,-0.094
Str_Her_00000779,,Hercules,Her,88886.0,1579  1852 1,166182.0,272.18954949970004,20.8145606894,4.37,-0.17
Str_Aqr_00000780,,Aquarius,b02 Aqr,115669.0,6402  1223 1,220704.0,351.51161334050005,-20.6420175577,4.37,1.4680000000000002
Str_Col_00000781,,Columba,kap Col,29807.0,7080  2123 1,43785.0,94.1380682456,-35.1405202356,4.37,0.987
Str_Sgr_00000782,,Sagittarius,the01 Sgr,98412.0,7448  1357 1,189103.0,299.934071749,-35.2763098319,4.37,-0.146
Str_Phe_00000783,,Phoenix,eta Phe,3405.0,8469  1596 1,4150.0,10.838502997,-57.463059896400004,4.37,-0.005
Str_Sge_00000784,,Sagitta,bet Sge,96837.0,1606  2342 1,185958.0,295.26223829459997,17.4760417703,4.38,1.039
Str_Eri_00000785,,Eridanus,ome Eri,22701.0,4745  1841 1,31109.0,73.2236142381,-5.4527013264,4.38,0.264
Str_Vel_00000786,,Vela,i Vel,53773.0,7733  2499 1,95370.0,165.038594265,-42.225862833600004,4.38,0.115
Str_Scl_00000787,,Sculptor,bet Scl,116231.0,8013  1357 1,221507.0,353.2427403862,-37.8182695352,4.38,-0.085
Str_Car_00000788,,Carina,N Car,31407.0,8535  2126 1,47306.0,98.7440821059,-52.9756065686,4.38,-0.023
Str_CMi_00000789,,Canis Minor,G CMi,39311.0,198  2137 1,66141.0,120.5664187001,2.3345706975,4.39,1.259
Str_Sge_00000790,Sham,Sagitta,alf Sge,96757.0,1606  2341 1,185758.0,295.02412754470004,18.0138925203,4.39,0.775
Str_Her_00000791,Maasym,Hercules,lam Her,85693.0,2079  2057 1,158899.0,262.6846227996,26.110656916900002,4.39,1.42
Str_Gem_00000792,,Gemini,tau Gem,34693.0,2438  1059 1,54719.0,107.7848928628,30.2451663047,4.39,1.273
Str_Vir_00000793,,Virgo,the Vir,64238.0,4963  1316 1,114330.0,197.4874556676,-5.5390062469000005,4.39,-0.002
Str_CMa_00000794,,Canis Major,iot CMa,33347.0,5967  2618 1,51309.0,104.0342729692,-17.0542485514,4.39,-0.076
Str_Oph_00000795,,Ophiucus,ksi Oph,84893.0,6246   664 1,,260.25087615,-21.11243499,4.39,
Str_Lup_00000796,,Lupus,pi. Lup,73807.0,8297  4705 1,133242.0,226.27961996,-47.05118115,4.39,-0.131
Str_Vir_00000797,,Virgo,Vir,73620.0,338  1145 1,133165.0,225.7251718773,2.0913189828,4.4,1.044
Str_Ori_00000798,,Orion,chi01 Ori,27913.0,1320  2118 1,39587.0,88.5957643143,20.2761768342,4.4,0.597
Str_And_00000799,,Andromeda,eta And,4463.0,1740  2109 1,5516.0,14.301672072799999,23.4176517594,4.4,0.948
Str_Cep_00000800,Kurhah,Cepheus,ksi Cep,108917.0,4271  2620 1,,330.9477771171,64.6280108707,4.4,0.35100000000000003
Str_Cep_00000801,,Cepheus,kap Cep,99255.0,4589  3106 1,192907.0,302.2222933224,77.71142232,4.4,-0.043
Str_Psc_00000802,,Pisces,Psc,154.0,4669   997 1,224935.0,0.4900933236,-6.014063705,4.4,1.579
Str_Pup_00000803,,Puppis,Pup,39906.0,6004  3719 1,67797.0,122.2568313535,-19.2450119175,4.4,-0.14800000000000002
Str_CMa_00000804,,Canis Major,tau CMa,35415.0,6541  4204 1,57061.0,109.6770369321,-24.9543688867,4.4,-0.166
Str_Pav_00000805,,Pavo,kap Pav,93015.0,9082  1890 1,174694.0,284.2376005484,-67.2334904869,4.4,0.701
Str_Vol_00000806,,Volans,eps Vol,39794.0,9193  3090 1,68520.0,121.98260102299999,-68.617079805,4.4,-0.119
Str_Mon_00000807,,Monoceros,eps Mon,30419.0,141  2452 1,44769.0,95.9420297284,4.5928441064,4.41,0.192
Str_Ori_00000808,,Orion,phi01 Ori,26176.0,705  2401 1,36822.0,83.705170245,9.4895826617,4.41,-0.16899999999999998
Str_Leo_00000809,,Leo,b Leo,53954.0,1436  1306 1,95608.0,165.5823953949,20.17983342,4.41,0.058
Str_Her_00000810,,Hercules,nu. Her,87998.0,2608  2411 1,164136.0,269.6256160278,30.1892836486,4.41,0.384
Str_Lyr_00000811,Aladfar,Lyra,eta Lyr,94481.0,3121  2285 1,180163.0,288.4395275682,39.1459703731,4.41,-0.152
Str_Aqr_00000812,,Aquarius,psi02 Aqr,115033.0,5821  1481 1,219688.0,349.4758933904,-9.182525263099999,4.41,-0.142
Str_Scl_00000813,,Sculptor,gam Scl,115102.0,7510  1089 1,219784.0,349.706003155,-32.532016297199995,4.41,1.126
Str_Car_00000814,,Carina,A Car,32761.0,8536   794 1,50337.0,102.46379854889999,-53.622447927799996,4.41,0.906
